role_level,position,age,experience_years,avg_task_completion,attendance_rate,projects_handled,overtime_hours,training_hours,FeedBack
Trainee,Software Engineer,32,23,2,2,6,17,9,1
Senior,QA Tester,36,18,5,1,15,11,7,4
Junior,Security Analyst,29,20,4,5,7,7,11,2
Junior,Security Analyst,40,10,5,2,12,32,28,4
Trainee,Network Engineer,44,12,4,5,16,45,28,5
Senior,System Administrator,48,1,2,5,9,37,22,3
Junior,DevOps Engineer,53,10,5,2,5,13,25,2
Trainee,Data Analyst,47,9,1,3,11,1,36,4
Senior,DevOps Engineer,48,3,2,1,2,8,31,1
Junior,UX Designer,40,28,2,2,16,43,37,5
Junior,Network Engineer,50,19,2,4,4,4,5,1
Senior,System Administrator,54,26,3,4,5,33,7,1
Senior,Business Analyst,40,9,4,2,7,18,16,2
Senior,Database Administrator,58,10,5,5,6,6,11,2
Senior,Database Administrator,40,19,1,2,10,38,21,3
Trainee,UI Designer,54,16,5,3,14,41,13,4
Senior,Data Scientist,37,24,5,3,8,16,33,3
Junior,Software Engineer,44,18,1,2,14,25,18,4
Junior,DevOps Engineer,28,14,2,5,14,45,5,3
Trainee,UI Designer,47,29,5,4,3,26,17,1
Junior,Data Analyst,53,3,4,3,1,42,35,1
Junior,DevOps Engineer,33,2,4,3,9,27,36,4
Senior,Business Analyst,29,1,4,1,9,19,37,3
Junior,Security Analyst,26,18,3,2,2,5,14,1
Trainee,System Administrator,49,24,1,4,16,7,37,5
Senior,Network Engineer,26,9,3,5,8,31,39,4
Senior,System Administrator,47,13,1,5,6,18,8,1
Trainee,Security Analyst,26,2,3,2,13,31,5,3
Senior,DevOps Engineer,43,7,5,3,1,18,1,1
Senior,Data Analyst,36,16,3,1,19,23,15,5
Trainee,System Administrator,34,21,5,1,15,23,0,3
Senior,Database Administrator,49,19,3,3,1,16,29,1
Trainee,System Administrator,54,25,4,3,10,17,32,4
Trainee,Business Analyst,44,15,4,2,1,11,0,1
Junior,Software Engineer,54,22,5,4,12,40,38,5
Junior,Data Analyst,39,11,4,4,11,22,15,3
Senior,Data Analyst,51,1,1,2,17,47,16,4
Senior,QA Tester,47,21,5,4,4,17,37,3
Trainee,Security Analyst,37,7,4,2,7,15,17,2
Senior,QA Tester,34,20,1,3,12,15,21,3
Trainee,Database Administrator,54,8,4,5,13,35,21,4
Trainee,Security Analyst,47,10,5,3,5,22,34,3
Senior,System Administrator,22,5,3,5,6,21,30,3
Trainee,Security Analyst,59,9,2,1,2,38,39,2
Junior,Data Scientist,23,25,5,3,7,32,26,3
Senior,QA Tester,27,25,4,3,14,23,35,5
Junior,System Administrator,59,1,3,4,14,19,3,3
Senior,Product Manager,45,2,1,5,10,32,4,2
Trainee,UX Designer,39,19,2,4,4,30,24,2
Senior,UX Designer,48,14,4,4,3,39,30,2
Junior,Data Analyst,29,20,5,2,14,7,13,4
Trainee,Data Scientist,49,10,2,2,6,9,29,2
Senior,Business Analyst,31,9,2,4,15,0,11,4
Senior,Software Engineer,38,10,1,3,8,20,26,3
Senior,QA Tester,50,29,4,5,5,24,23,2
Junior,Product Manager,27,6,1,1,3,31,29,1
Junior,System Administrator,35,17,1,2,3,45,17,1
Senior,Data Scientist,43,28,1,3,13,45,13,3
Trainee,Data Analyst,27,25,4,5,2,9,18,1
Trainee,Network Engineer,47,6,3,5,1,47,21,1
Junior,QA Tester,33,4,2,2,12,8,25,4
Trainee,Data Scientist,56,20,5,1,8,19,6,2
Junior,QA Tester,35,3,1,3,19,47,27,5
Senior,Network Engineer,43,23,2,2,9,19,37,3
Junior,Software Engineer,44,19,5,5,14,39,4,3
Junior,Software Engineer,28,18,3,3,18,6,35,5
Senior,Business Analyst,46,26,3,2,10,10,17,3
Trainee,Database Administrator,34,24,1,2,9,20,13,2
Junior,UX Designer,42,4,4,2,6,37,22,2
Junior,Security Analyst,31,8,3,5,1,46,13,1
Senior,UI Designer,30,17,5,1,5,18,31,2
Trainee,UI Designer,36,5,2,2,10,45,4,2
Junior,QA Tester,23,13,3,5,13,14,21,4
Senior,Network Engineer,46,25,4,1,4,5,27,2
Junior,Business Analyst,34,1,5,4,1,9,11,1
Senior,UI Designer,55,27,1,2,2,45,17,1
Trainee,Security Analyst,55,13,5,3,4,15,35,2
Trainee,Data Analyst,56,4,2,1,17,44,30,5
Trainee,UI Designer,59,22,3,2,10,10,12,2
Trainee,DevOps Engineer,24,26,2,3,12,34,19,3
Junior,System Administrator,27,24,4,2,2,7,35,2
Junior,Business Analyst,40,14,2,3,3,27,6,1
Trainee,Data Analyst,24,3,2,2,14,2,22,4
Trainee,Data Scientist,39,5,1,4,15,1,33,5
Trainee,Data Analyst,30,7,1,5,13,13,31,4
Junior,UX Designer,33,1,5,1,9,28,20,3
Trainee,Data Scientist,26,23,5,2,2,46,5,1
Trainee,Product Manager,24,29,4,5,19,2,15,5
Trainee,System Administrator,32,12,2,4,16,0,34,5
Senior,System Administrator,51,11,2,1,11,14,19,3
Trainee,System Administrator,25,24,4,3,12,19,10,3
Senior,Network Engineer,26,8,5,2,1,21,31,1
Senior,System Administrator,22,25,3,1,2,33,13,1
Trainee,QA Tester,48,6,5,5,16,49,23,5
Senior,System Administrator,49,28,5,4,2,32,38,2
Trainee,Security Analyst,50,22,5,4,19,8,30,5
Junior,System Administrator,39,2,2,2,10,2,16,3
Junior,Database Administrator,33,19,1,1,19,1,24,5
Junior,System Administrator,34,20,3,5,10,3,8,2
Junior,Network Engineer,23,20,3,1,16,15,21,4
Senior,Business Analyst,58,24,1,2,13,32,34,4
Trainee,QA Tester,37,14,2,2,16,8,36,5
Trainee,Network Engineer,45,1,4,3,18,39,16,5
Trainee,Software Engineer,56,10,3,2,8,37,27,3
Junior,Data Analyst,43,16,2,2,18,17,0,4
Junior,Database Administrator,57,4,4,5,13,15,8,3
Trainee,Database Administrator,32,27,4,4,7,7,12,2
Junior,Data Analyst,50,28,4,1,18,22,31,5
Trainee,Data Scientist,56,29,1,4,6,35,27,2
Trainee,Business Analyst,36,11,4,2,9,2,30,3
Trainee,DevOps Engineer,52,16,3,3,6,14,7,1
Trainee,Data Analyst,37,27,1,4,18,37,7,4
Trainee,UI Designer,31,20,4,2,17,32,33,5
Trainee,DevOps Engineer,53,1,2,2,12,17,22,3
Trainee,System Administrator,23,16,2,4,3,22,9,1
Junior,System Administrator,45,19,3,5,5,42,36,3
Trainee,QA Tester,44,21,2,3,7,2,24,2
Trainee,DevOps Engineer,23,22,2,1,10,29,32,3
Junior,UI Designer,59,9,5,2,10,44,3,2
Junior,QA Tester,52,9,1,2,19,16,6,4
Junior,Security Analyst,47,9,5,2,4,49,32,2
Trainee,Network Engineer,50,27,3,3,10,31,1,2
Senior,Data Scientist,24,17,1,4,18,45,31,5
Senior,DevOps Engineer,35,12,1,1,3,6,4,1
Junior,Business Analyst,46,25,3,2,3,38,16,1
Senior,System Administrator,22,13,4,3,5,13,11,1
Junior,System Administrator,24,8,1,2,16,14,11,4
Trainee,UX Designer,47,16,2,5,13,43,34,5
Senior,Network Engineer,39,18,4,3,11,11,20,3
Trainee,Network Engineer,30,29,1,5,13,7,20,4
Senior,QA Tester,59,27,5,5,19,15,1,5
Trainee,Software Engineer,44,1,4,5,6,40,20,2
Senior,Software Engineer,42,1,3,1,13,33,14,3
Trainee,QA Tester,22,12,2,5,4,45,10,1
Trainee,Business Analyst,42,6,1,1,5,23,9,1
Senior,Product Manager,48,9,5,1,19,28,17,5
Trainee,QA Tester,27,23,1,3,5,15,22,2
Trainee,Business Analyst,57,5,2,1,14,4,30,4
Trainee,Data Scientist,49,27,3,1,4,4,25,1
Senior,System Administrator,38,16,2,2,12,29,1,2
Senior,UI Designer,24,18,3,2,6,49,38,3
Trainee,Product Manager,33,17,5,4,19,49,6,5
Trainee,DevOps Engineer,33,18,3,1,10,4,23,3
Senior,Database Administrator,23,1,5,3,1,42,38,2
Senior,Product Manager,43,19,5,5,16,12,31,5
Trainee,UI Designer,44,22,2,3,4,34,25,2
Trainee,UX Designer,51,29,2,4,9,48,22,3
Trainee,Network Engineer,26,8,3,5,18,24,13,5
Junior,System Administrator,30,3,4,1,17,49,28,5
Senior,Software Engineer,42,26,2,3,15,13,24,4
Junior,Business Analyst,32,25,5,5,19,43,30,5
Senior,QA Tester,26,26,4,5,7,45,1,1
Senior,QA Tester,56,5,2,4,18,25,1,4
Senior,Database Administrator,48,23,4,1,6,17,22,2
Senior,Software Engineer,23,8,2,5,19,19,10,5
Senior,Product Manager,45,19,5,1,12,33,28,4
Senior,System Administrator,52,18,3,2,3,6,34,2
Senior,Data Analyst,54,18,1,2,1,46,8,1
Junior,Business Analyst,51,21,1,3,5,9,31,2
Trainee,Security Analyst,58,1,5,4,1,14,29,1
Trainee,Data Scientist,49,15,3,5,8,16,14,2
Junior,UI Designer,52,18,5,4,7,10,13,2
Junior,Database Administrator,32,29,1,1,15,33,16,4
Junior,Product Manager,44,25,2,3,11,26,21,3
Junior,Network Engineer,23,7,1,4,18,20,29,5
Senior,Network Engineer,48,16,3,3,14,30,16,4
Trainee,DevOps Engineer,56,16,2,5,9,49,15,3
Senior,UX Designer,23,15,1,5,5,3,7,1
Trainee,Network Engineer,58,6,4,4,4,40,38,2
Trainee,QA Tester,42,9,3,1,12,48,30,4
Junior,Product Manager,26,7,2,4,1,16,11,1
Senior,UX Designer,42,14,3,5,13,48,32,5
Junior,UI Designer,50,11,4,2,1,47,11,1
Senior,QA Tester,41,21,2,5,3,19,24,1
Trainee,QA Tester,59,16,2,2,8,24,37,3
Junior,Data Analyst,41,25,2,3,18,39,17,5
Junior,Security Analyst,46,6,4,4,16,22,18,5
Trainee,Product Manager,23,22,5,4,16,14,2,4
Trainee,System Administrator,53,27,2,5,2,32,34,2
Trainee,Database Administrator,47,16,2,2,17,18,4,4
Junior,Database Administrator,27,20,5,2,10,14,34,4
Senior,Software Engineer,24,29,5,4,7,40,26,3
Junior,Software Engineer,54,16,4,1,10,4,36,4
Senior,Data Scientist,22,12,5,3,19,15,20,5
Junior,DevOps Engineer,26,17,4,1,9,44,15,2
Junior,UX Designer,34,5,4,1,17,47,27,5
Trainee,Database Administrator,40,27,2,4,9,31,24,3
Senior,Product Manager,33,25,3,4,9,21,32,3
Junior,Network Engineer,46,13,1,1,5,42,16,1
Junior,Business Analyst,56,8,5,2,7,31,29,3
Trainee,DevOps Engineer,33,24,5,1,11,12,3,2
Trainee,Data Analyst,51,5,4,3,8,37,1,1
Senior,Network Engineer,26,12,2,1,14,25,8,3
Junior,QA Tester,55,9,1,3,2,16,30,1
Senior,System Administrator,43,3,2,4,10,4,24,3
Junior,Product Manager,34,3,2,4,16,48,36,5
Senior,Database Administrator,24,1,4,2,16,32,35,5
Trainee,Security Analyst,41,25,5,4,19,26,4,5
Junior,DevOps Engineer,52,22,1,5,11,4,23,3
Senior,DevOps Engineer,26,18,1,2,6,36,23,2
Trainee,System Administrator,45,24,3,2,6,6,28,2
Trainee,Network Engineer,54,12,2,3,7,47,30,3
Senior,Data Scientist,29,9,5,2,16,17,36,5
Junior,UX Designer,45,9,2,4,13,30,18,4
Junior,Network Engineer,41,18,2,5,3,5,22,1
Trainee,UX Designer,37,18,2,3,9,1,34,3
Junior,Database Administrator,33,29,1,4,3,12,5,1
Junior,DevOps Engineer,34,7,3,4,6,41,5,1
Junior,UI Designer,46,27,1,1,17,10,36,5
Trainee,DevOps Engineer,53,4,3,1,3,25,29,1
Senior,Database Administrator,45,13,3,5,2,20,0,1
Junior,DevOps Engineer,30,17,1,5,12,1,7,3
Trainee,System Administrator,44,24,1,4,6,39,27,2
Trainee,QA Tester,34,2,3,5,10,19,24,3
Senior,System Administrator,53,14,4,2,11,16,32,4
Junior,Product Manager,36,3,5,2,16,15,37,5
Junior,DevOps Engineer,57,5,1,2,16,41,13,4
Senior,UX Designer,26,14,1,1,18,4,10,4
Senior,Business Analyst,43,3,1,5,9,13,1,2
Trainee,UX Designer,37,23,3,5,19,23,29,5
Trainee,Security Analyst,31,7,4,5,2,3,29,2
Senior,Network Engineer,45,18,5,3,1,47,3,1
Junior,Software Engineer,39,13,4,2,16,23,12,4
Trainee,Security Analyst,39,29,2,1,18,46,6,4
Trainee,Database Administrator,28,23,3,2,3,8,37,2
Junior,Data Scientist,25,27,5,4,1,2,2,1
Trainee,Data Analyst,47,22,2,3,6,8,8,1
Junior,Product Manager,26,10,3,5,19,17,13,5
Junior,Product Manager,37,25,5,5,19,35,10,5
Junior,Data Scientist,56,13,4,1,11,18,36,4
Senior,Business Analyst,47,16,4,1,8,23,13,2
Senior,Data Analyst,39,9,2,4,5,3,18,2
Senior,QA Tester,50,2,3,2,9,8,7,2
Junior,DevOps Engineer,44,23,1,4,15,32,6,3
Junior,Data Analyst,35,5,4,3,14,0,6,3
Senior,Database Administrator,36,29,1,2,4,34,2,1
Trainee,Database Administrator,54,22,5,3,8,9,2,2
Junior,Business Analyst,46,17,5,3,17,11,17,5
Trainee,UI Designer,42,23,3,5,2,17,32,2
Trainee,Software Engineer,38,22,1,1,16,13,36,5
Junior,Data Analyst,44,4,1,5,10,9,27,3
Junior,Data Analyst,38,17,4,4,2,9,35,2
Trainee,Database Administrator,35,9,3,4,11,17,15,3
Trainee,Software Engineer,50,20,4,1,10,23,14,3
Senior,DevOps Engineer,41,2,2,4,19,0,28,5
Senior,Data Analyst,51,24,3,3,14,29,17,4
Junior,Software Engineer,40,18,4,3,11,14,18,3
Senior,Software Engineer,34,21,3,4,9,7,28,3
Senior,Database Administrator,39,27,3,3,7,34,5,1
Senior,Software Engineer,44,22,4,5,15,17,26,5
Senior,System Administrator,54,11,2,2,17,40,6,4
Trainee,Business Analyst,39,13,1,5,3,15,26,1
Junior,System Administrator,30,8,3,1,15,20,18,4
Senior,UI Designer,54,27,1,5,14,14,16,4
Trainee,Security Analyst,53,1,4,5,8,4,10,2
Trainee,Database Administrator,38,17,4,2,4,44,4,1
Trainee,QA Tester,40,12,5,3,10,6,1,2
Senior,System Administrator,48,4,4,4,2,47,11,1
Senior,System Administrator,27,21,1,1,14,6,10,3
Junior,Security Analyst,56,13,2,3,8,26,9,2
Senior,Business Analyst,58,29,5,2,10,24,27,3
Senior,Security Analyst,55,9,1,5,18,21,6,4
Trainee,Database Administrator,41,27,4,5,15,47,13,4
Junior,QA Tester,46,7,4,4,5,12,12,1
Senior,Data Scientist,25,23,2,4,13,16,4,3
Senior,Software Engineer,31,24,2,4,18,40,7,4
Trainee,Network Engineer,31,5,3,2,2,43,0,1
Trainee,Product Manager,45,5,5,3,13,12,4,3
Senior,Database Administrator,42,17,2,3,14,25,10,3
Junior,QA Tester,32,9,5,5,10,8,9,3
Junior,UI Designer,48,6,3,4,4,4,14,1
Trainee,DevOps Engineer,37,25,5,3,15,38,38,5
Trainee,UI Designer,47,19,1,4,8,32,28,3
Senior,Software Engineer,51,16,1,2,15,3,24,4
Trainee,QA Tester,37,21,5,4,14,27,5,3
Senior,Database Administrator,28,2,5,3,9,25,10,2
Junior,UI Designer,37,10,3,2,3,3,16,1
Junior,Database Administrator,56,16,4,4,15,15,14,4
Senior,UI Designer,37,5,5,4,17,36,15,5
Trainee,Database Administrator,33,15,1,3,16,21,1,3
Junior,Security Analyst,56,13,3,3,4,35,35,2
Trainee,Data Scientist,42,13,5,4,11,37,18,3
Junior,Data Scientist,57,13,2,4,8,34,37,3
Senior,QA Tester,38,15,2,5,3,24,20,1
Senior,Software Engineer,53,14,4,2,19,7,10,5
Senior,System Administrator,27,8,2,5,14,16,2,3
Junior,UX Designer,45,11,1,4,9,17,33,3
Trainee,Data Analyst,48,18,5,4,3,49,17,1
Trainee,Product Manager,41,24,3,4,4,11,14,1
Trainee,Data Analyst,46,4,5,1,4,32,24,2
Junior,Business Analyst,23,26,5,1,11,22,14,3
Junior,Network Engineer,30,10,1,4,19,11,29,5
Junior,Data Scientist,49,1,1,3,16,10,16,4
Junior,QA Tester,59,29,2,4,17,12,17,5
Junior,Data Analyst,24,5,2,3,10,34,30,3
Trainee,Software Engineer,41,13,4,2,17,26,17,5
Junior,Product Manager,27,1,4,2,16,24,34,5
Junior,Data Analyst,54,23,3,4,6,39,12,2
Trainee,Product Manager,22,8,2,2,7,2,13,2
Junior,DevOps Engineer,58,3,2,4,14,48,35,5
Trainee,Software Engineer,27,3,3,2,11,24,17,3
Trainee,Network Engineer,55,7,3,4,12,44,4,3
Senior,UX Designer,36,4,1,1,14,9,13,3
Senior,Security Analyst,47,3,4,1,5,16,24,2
Senior,UI Designer,35,15,1,4,5,2,38,3
Senior,Product Manager,28,8,2,3,15,44,11,4
Junior,Network Engineer,52,3,4,1,1,21,39,2
Senior,Software Engineer,45,29,1,5,9,37,27,3
Trainee,Database Administrator,52,7,3,2,3,13,34,2
