EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,HourlyRate,DailyRate,PercentSalaryHike,DistanceFromHome,BusinessTravel,OverTime,NumCompaniesWorked,TotalWorkingYears,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,StockOptionLevel,Attrition,Over18,StandardHours
522,23,Male,Divorced,4,Human Resources,Sales,Sales Representative,4,27,2,1,5,7370.4,46.06,368.48,13,19,Travel_Frequently,Yes,9,42,3,2,4,2,4,3,3,2,No,Y,80
523,31,Female,Divorced,5,Marketing,Sales,Sales Manager,1,22,5,1,1,7234.2,45.21,361.68,7,17,Travel_Frequently,Yes,3,29,4,2,2,1,4,1,3,0,No,Y,80
524,48,Female,Married,4,Medical,Human Resources,HR Associate,1,9,5,2,6,3676.8,22.98,183.84,20,3,Travel_Rarely,No,6,15,1,3,1,3,4,1,3,0,No,Y,80
525,57,Male,Single,3,Life Sciences,Research & Development,Research Scientist,5,0,0,0,0,21051,131.57,1052.56,5,26,Non-Travel,No,1,5,1,4,2,2,3,1,4,1,No,Y,80
526,50,Male,Divorced,2,Human Resources,Research & Development,Lab Technician,1,19,0,0,4,4064.4,25.4,203.2,8,12,Non-Travel,Yes,9,24,0,4,2,2,3,4,4,3,No,Y,80
527,64,Male,Divorced,1,Marketing,Research & Development,Lab Technician,2,7,7,3,6,3217.2,20.11,160.88,16,2,Travel_Frequently,Yes,8,9,5,3,4,2,3,3,3,1,No,Y,80
528,47,Female,Married,4,Life Sciences,Finance,Financial Analyst,4,3,3,3,3,16826.4,105.17,841.36,20,26,Travel_Frequently,Yes,8,4,1,1,3,2,3,1,3,0,No,Y,80
529,34,Female,Married,5,Life Sciences,Finance,Finance Manager,5,16,2,2,0,16542,103.39,827.12,8,15,Travel_Rarely,Yes,5,18,5,2,4,2,1,1,4,1,No,Y,80
530,40,Male,Single,2,Other,Human Resources,HR Associate,4,26,3,3,6,6559.2,40.99,327.92,9,5,Non-Travel,Yes,9,34,3,3,2,3,4,1,3,3,No,Y,80
531,53,Male,Married,5,Life Sciences,Finance,Financial Analyst,4,4,4,3,1,29870.4,186.69,1493.52,8,4,Travel_Rarely,No,1,9,4,3,2,3,4,3,3,2,No,Y,80
532,28,Female,Single,4,Medical,Sales,Sales Manager,4,6,2,0,6,23625.6,147.66,1181.28,8,4,Travel_Rarely,Yes,6,11,0,1,2,4,3,4,3,3,No,Y,80
533,64,Male,Divorced,2,Medical,Human Resources,HR Associate,5,0,0,0,0,14625,91.41,731.28,16,15,Travel_Rarely,Yes,6,12,1,3,1,2,2,2,3,3,Yes,Y,80
534,26,Female,Single,5,Human Resources,Human Resources,Recruiter,2,4,4,4,0,4588.8,28.68,229.44,7,14,Non-Travel,Yes,9,9,5,3,3,1,2,1,3,0,No,Y,80
535,46,Male,Divorced,1,Medical,Sales,Sales Manager,5,2,0,0,2,19881,124.26,994.08,24,13,Travel_Frequently,Yes,7,10,2,4,4,2,4,3,3,2,No,Y,80
536,46,Male,Married,2,Marketing,Sales,Sales Representative,3,4,0,0,4,24557.4,153.48,1227.84,22,28,Travel_Rarely,No,2,15,1,4,4,4,4,4,3,3,No,Y,80
537,42,Female,Divorced,4,Medical,IT,Systems Administrator,2,6,3,3,5,11509.2,71.93,575.44,22,28,Travel_Frequently,No,4,12,3,2,4,1,4,3,4,3,No,Y,80
538,43,Male,Divorced,2,Other,Finance,Finance Manager,4,5,5,0,3,19975.2,124.84,998.72,23,22,Travel_Rarely,No,9,9,5,4,2,2,4,3,3,1,No,Y,80
539,42,Female,Divorced,5,Human Resources,Sales,Sales Manager,1,25,1,1,0,1285.2,8.03,64.24,6,11,Travel_Rarely,No,5,31,5,2,2,3,1,3,3,2,No,Y,80
540,52,Female,Married,2,Marketing,Human Resources,HR Associate,5,5,2,2,5,11820,73.88,591.04,22,30,Non-Travel,No,2,20,5,3,2,1,2,4,3,0,No,Y,80
541,52,Female,Married,4,Medical,Sales,Sales Manager,3,29,7,2,7,4185,26.16,209.28,20,22,Non-Travel,No,5,31,2,1,2,2,3,4,4,0,No,Y,80
542,62,Male,Married,3,Other,Sales,Sales Representative,5,25,7,0,6,14307,89.42,715.36,16,28,Travel_Frequently,Yes,8,33,4,1,4,3,2,1,3,2,No,Y,80
543,43,Female,Single,3,Other,Finance,Finance Manager,1,10,8,0,2,7335.6,45.85,366.8,5,24,Non-Travel,Yes,4,22,1,4,4,4,1,3,3,2,No,Y,80
544,48,Female,Divorced,3,Medical,Human Resources,Recruiter,3,17,3,3,4,11464.2,71.65,573.2,7,30,Travel_Frequently,Yes,5,20,0,2,1,2,1,2,3,1,No,Y,80
545,27,Male,Single,1,Other,Sales,Sales Manager,3,27,9,1,2,20784.6,129.9,1039.2,25,28,Travel_Frequently,No,1,30,0,2,2,1,2,1,3,0,Yes,Y,80
546,35,Male,Single,1,Technical Degree,Human Resources,Recruiter,5,6,6,3,6,35757,223.48,1787.84,10,16,Travel_Frequently,Yes,7,11,4,1,1,2,2,3,3,1,No,Y,80
547,34,Male,Single,3,Medical,Research & Development,Lab Technician,5,9,9,6,8,37485,234.28,1874.24,14,7,Travel_Frequently,No,5,16,4,1,3,3,2,1,3,3,No,Y,80
548,61,Male,Married,1,Other,Finance,Financial Analyst,1,10,9,5,1,6795,42.47,339.76,13,24,Travel_Frequently,No,5,25,2,4,3,4,3,2,3,1,Yes,Y,80
549,48,Female,Married,4,Marketing,Finance,Accountant,4,14,2,2,6,21297.6,133.11,1064.88,5,28,Travel_Rarely,No,6,18,3,3,1,4,2,2,3,1,No,Y,80
550,47,Male,Married,2,Marketing,Human Resources,HR Associate,1,15,6,2,4,6600,41.25,330,13,8,Travel_Rarely,No,9,30,3,4,2,4,1,3,4,0,No,Y,80
551,60,Female,Married,2,Medical,IT,Software Engineer,2,13,7,0,4,14815.2,92.59,740.72,10,11,Non-Travel,No,9,26,4,1,2,3,3,3,4,1,No,Y,80
552,26,Female,Single,4,Marketing,Finance,Financial Analyst,2,30,5,3,5,14862,92.89,743.12,20,26,Travel_Frequently,No,9,40,5,2,2,3,2,2,4,1,No,Y,80
553,23,Female,Married,5,Life Sciences,Finance,Financial Analyst,5,10,1,1,7,35616,222.6,1780.8,13,3,Travel_Frequently,No,3,18,5,2,3,1,4,2,3,0,No,Y,80
554,57,Female,Single,3,Marketing,Finance,Accountant,5,28,8,3,3,35370,221.06,1768.48,24,4,Travel_Frequently,Yes,3,37,1,4,4,1,3,3,3,2,Yes,Y,80
555,27,Female,Married,4,Medical,Finance,Finance Manager,4,17,2,2,5,9036,56.48,451.84,13,15,Travel_Frequently,Yes,9,31,2,2,2,3,1,1,3,2,No,Y,80
556,31,Female,Married,4,Human Resources,Sales,Sales Manager,4,20,5,5,2,17642.4,110.27,882.16,24,27,Travel_Rarely,No,5,21,4,1,2,4,1,1,3,0,No,Y,80
557,27,Male,Married,3,Marketing,Sales,Sales Representative,3,24,1,1,6,19675.8,122.97,983.76,6,17,Travel_Frequently,No,2,26,6,2,4,2,1,3,3,0,No,Y,80
558,25,Male,Divorced,2,Technical Degree,Sales,Sales Executive,2,24,3,2,2,12241.2,76.51,612.08,15,11,Travel_Frequently,No,0,33,3,1,4,1,1,2,3,1,No,Y,80
559,22,Female,Married,1,Human Resources,Human Resources,Recruiter,2,12,3,2,8,2544,15.9,127.2,25,24,Non-Travel,No,4,23,4,4,2,2,3,3,3,2,No,Y,80
560,50,Female,Single,4,Human Resources,IT,Software Engineer,2,5,1,0,5,4497.6,28.11,224.88,11,7,Non-Travel,No,3,14,2,4,1,2,3,2,3,2,Yes,Y,80
561,43,Male,Single,4,Other,Finance,Finance Manager,3,14,6,2,7,17760.6,111,888,22,20,Travel_Frequently,Yes,1,17,0,1,1,1,3,1,3,3,No,Y,80
562,28,Male,Single,3,Medical,Research & Development,Lab Technician,3,2,2,2,0,12371.4,77.32,618.56,6,29,Travel_Rarely,No,2,10,3,2,1,1,4,2,3,0,No,Y,80
563,59,Female,Divorced,5,Marketing,Human Resources,HR Associate,5,15,1,1,3,9201,57.51,460.08,17,22,Travel_Frequently,Yes,0,30,3,4,4,2,1,1,3,2,No,Y,80
564,34,Female,Married,1,Other,Human Resources,HR Associate,2,22,7,0,0,13472.4,84.2,673.6,18,18,Non-Travel,No,3,23,2,3,1,3,4,4,3,2,No,Y,80
565,57,Female,Divorced,2,Marketing,Human Resources,HR Manager,2,18,6,5,7,9230.4,57.69,461.52,14,5,Non-Travel,No,8,31,2,4,1,3,2,3,4,3,No,Y,80
566,24,Male,Married,5,Other,Research & Development,R&D Manager,3,17,10,2,2,26964,168.53,1348.24,11,27,Non-Travel,No,1,30,0,1,1,1,3,2,3,2,No,Y,80
567,45,Female,Divorced,4,Human Resources,Finance,Financial Analyst,5,11,6,1,3,37479,234.24,1873.92,25,15,Travel_Rarely,Yes,0,14,3,2,1,3,2,4,3,1,No,Y,80
568,34,Male,Single,1,Life Sciences,Human Resources,HR Associate,2,5,5,1,1,7382.4,46.14,369.12,19,4,Travel_Frequently,No,6,5,5,3,3,4,3,2,3,3,No,Y,80
569,65,Male,Married,1,Technical Degree,Human Resources,HR Manager,1,8,7,6,8,8767.2,54.8,438.4,8,14,Non-Travel,No,7,8,3,1,4,1,4,3,3,0,No,Y,80
570,51,Male,Married,3,Medical,IT,Software Engineer,1,10,4,4,3,7233,45.21,361.68,18,4,Travel_Rarely,Yes,9,10,4,4,1,2,4,3,3,3,No,Y,80
571,38,Male,Divorced,1,Other,IT,Software Engineer,2,28,7,4,2,3182.4,19.89,159.12,14,20,Travel_Frequently,No,1,32,6,1,2,4,4,2,3,1,No,Y,80
572,41,Male,Single,2,Marketing,IT,Software Engineer,2,22,7,1,1,5632.8,35.2,281.6,9,5,Non-Travel,Yes,7,37,2,4,1,3,1,4,3,2,No,Y,80
573,26,Female,Single,1,Marketing,Human Resources,HR Manager,4,16,3,2,1,5748,35.92,287.36,10,3,Non-Travel,Yes,3,30,5,3,3,4,1,2,3,0,No,Y,80
574,34,Male,Single,3,Medical,Finance,Financial Analyst,3,1,1,0,1,19069.2,119.18,953.44,13,19,Non-Travel,Yes,4,5,2,2,4,2,2,4,3,1,Yes,Y,80
575,57,Female,Divorced,5,Life Sciences,Research & Development,R&D Manager,2,27,8,2,1,11791.2,73.7,589.6,21,3,Non-Travel,Yes,3,40,6,3,2,3,4,1,3,0,No,Y,80
576,23,Female,Single,3,Technical Degree,Finance,Finance Manager,2,23,2,2,8,10392,64.95,519.6,25,28,Non-Travel,Yes,3,32,3,1,4,1,4,1,3,1,No,Y,80
577,45,Male,Married,4,Marketing,Finance,Finance Manager,3,9,8,5,4,17458.2,109.11,872.88,21,16,Travel_Frequently,Yes,7,19,0,4,3,1,3,3,4,2,No,Y,80
578,42,Male,Married,2,Human Resources,Research & Development,Lab Technician,3,6,5,5,4,11381.4,71.13,569.04,24,14,Non-Travel,Yes,9,10,6,3,2,3,3,2,3,1,Yes,Y,80
579,62,Female,Single,2,Human Resources,Human Resources,HR Associate,4,11,3,3,7,32995.2,206.22,1649.76,13,30,Non-Travel,No,8,21,1,3,1,3,1,4,4,3,Yes,Y,80
580,38,Male,Married,4,Human Resources,IT,Software Engineer,5,18,6,3,4,8505,53.16,425.28,18,21,Travel_Frequently,Yes,7,31,3,3,1,2,2,1,3,0,Yes,Y,80
581,39,Male,Single,5,Human Resources,Human Resources,HR Associate,1,29,10,6,3,1592.4,9.95,79.6,23,2,Travel_Rarely,Yes,5,37,2,4,2,2,2,3,4,2,No,Y,80
582,23,Male,Divorced,5,Marketing,Research & Development,Research Scientist,4,6,6,0,2,8383.2,52.4,419.2,23,24,Non-Travel,No,7,9,0,2,4,2,2,4,3,1,No,Y,80
583,28,Female,Single,2,Other,Human Resources,HR Manager,5,27,9,6,7,16488,103.05,824.4,12,4,Travel_Rarely,No,7,41,1,4,4,1,3,2,4,3,No,Y,80
584,42,Female,Single,4,Human Resources,IT,Software Engineer,4,19,3,3,2,32460,202.88,1623.04,7,20,Non-Travel,No,2,31,1,2,3,3,4,3,3,2,No,Y,80
585,60,Female,Married,1,Other,IT,Systems Administrator,1,14,0,0,5,4734,29.59,236.72,17,1,Travel_Frequently,No,7,27,0,4,3,3,2,3,3,2,No,Y,80
586,36,Male,Divorced,5,Human Resources,IT,Systems Administrator,1,12,5,0,3,2084.4,13.03,104.24,10,3,Non-Travel,Yes,4,14,4,3,4,2,3,2,4,2,No,Y,80
587,36,Male,Married,3,Medical,IT,Systems Administrator,2,27,1,0,2,8066.4,50.41,403.28,22,16,Travel_Frequently,Yes,3,27,6,2,1,1,1,3,4,1,No,Y,80
588,57,Female,Married,2,Medical,IT,Systems Administrator,2,25,0,0,2,17466,109.16,873.28,13,17,Travel_Rarely,Yes,6,29,1,1,4,2,2,2,4,2,No,Y,80
589,51,Female,Single,4,Medical,Sales,Sales Manager,2,5,5,0,1,9819.6,61.37,490.96,9,1,Travel_Frequently,No,8,20,5,4,4,4,3,4,3,3,No,Y,80
590,30,Female,Single,2,Life Sciences,IT,Software Engineer,3,3,3,3,3,14686.2,91.79,734.32,14,12,Travel_Rarely,No,7,9,6,1,2,4,2,4,4,1,No,Y,80
591,47,Female,Single,2,Life Sciences,Research & Development,Lab Technician,3,15,6,6,7,14556.6,90.98,727.84,11,15,Travel_Rarely,No,0,22,1,1,3,3,1,3,3,3,No,Y,80
592,26,Female,Divorced,3,Marketing,IT,IT Manager,4,1,1,1,1,17832,111.45,891.6,11,10,Non-Travel,Yes,0,4,1,3,1,1,2,3,3,3,No,Y,80
593,44,Female,Divorced,3,Marketing,Human Resources,HR Associate,5,18,1,1,7,27300,170.62,1364.96,21,2,Non-Travel,Yes,2,30,2,4,3,2,2,2,3,3,No,Y,80
594,24,Male,Single,3,Life Sciences,Research & Development,Research Scientist,4,18,3,3,2,21585.6,134.91,1079.28,22,19,Travel_Frequently,Yes,0,20,1,1,3,4,1,2,3,1,No,Y,80
595,29,Female,Single,4,Marketing,IT,IT Manager,3,27,7,4,8,19758.6,123.49,987.92,15,21,Non-Travel,No,8,31,5,3,2,2,1,4,3,2,No,Y,80
596,53,Female,Divorced,4,Life Sciences,IT,Software Engineer,3,3,2,2,3,10935,68.34,546.72,19,29,Travel_Rarely,Yes,8,14,3,4,4,3,3,1,3,3,No,Y,80
597,42,Male,Single,4,Technical Degree,Finance,Financial Analyst,4,15,0,0,5,9448.8,59.05,472.4,14,8,Travel_Frequently,No,6,21,3,4,2,3,2,2,3,2,No,Y,80
598,28,Male,Single,1,Other,Sales,Sales Executive,5,13,7,1,2,8523,53.27,426.16,5,16,Travel_Rarely,Yes,2,22,6,3,3,1,1,2,4,2,Yes,Y,80
599,24,Male,Divorced,1,Medical,Research & Development,Lab Technician,4,3,3,3,3,7617.6,47.61,380.88,24,10,Travel_Rarely,Yes,7,11,1,1,4,2,3,1,3,2,No,Y,80
600,50,Female,Married,5,Marketing,Human Resources,Recruiter,4,13,3,3,5,13077.6,81.73,653.84,12,15,Travel_Rarely,Yes,0,15,0,1,2,1,4,2,3,0,No,Y,80
601,42,Female,Divorced,2,Other,Finance,Accountant,4,3,3,3,3,23407.2,146.3,1170.4,25,2,Travel_Frequently,Yes,6,9,2,1,1,1,3,4,3,3,No,Y,80
602,42,Female,Married,2,Marketing,Finance,Finance Manager,3,30,9,2,0,26697.6,166.86,1334.88,10,9,Travel_Frequently,Yes,7,40,1,1,2,2,4,3,4,1,No,Y,80
603,62,Male,Married,3,Human Resources,Human Resources,HR Manager,1,3,3,3,3,2652.6,16.58,132.64,15,22,Non-Travel,No,8,15,4,2,4,1,4,3,3,3,Yes,Y,80
604,23,Female,Married,5,Other,Sales,Sales Representative,4,29,7,3,5,28034.4,175.22,1401.76,12,15,Travel_Frequently,No,0,36,5,3,4,3,1,2,3,3,No,Y,80
605,49,Male,Single,1,Marketing,IT,IT Manager,4,0,0,0,0,24326.4,152.04,1216.32,23,7,Non-Travel,No,1,7,3,3,2,2,1,4,3,1,No,Y,80
606,28,Male,Single,3,Medical,Human Resources,Recruiter,3,13,2,2,3,25102.8,156.89,1255.12,10,12,Travel_Rarely,No,4,15,0,2,1,1,2,1,3,2,No,Y,80
607,50,Male,Married,1,Human Resources,IT,Software Engineer,5,3,3,3,1,23508,146.93,1175.44,7,12,Travel_Rarely,No,3,11,5,1,1,1,2,2,3,1,No,Y,80
608,23,Female,Married,4,Technical Degree,Sales,Sales Manager,4,6,2,2,6,35212.8,220.08,1760.64,23,24,Non-Travel,Yes,3,21,4,4,4,3,3,2,4,0,No,Y,80
609,58,Male,Married,1,Other,Human Resources,Recruiter,3,13,0,0,7,6112.8,38.2,305.6,9,27,Travel_Rarely,Yes,9,17,3,4,3,1,1,3,3,3,No,Y,80
610,25,Male,Married,2,Other,Human Resources,HR Manager,2,8,5,5,1,12838.8,80.24,641.92,16,3,Travel_Frequently,No,4,21,0,1,3,3,2,1,4,0,No,Y,80
611,38,Male,Married,3,Life Sciences,Research & Development,R&D Manager,2,18,1,1,0,7836,48.98,391.84,14,27,Non-Travel,Yes,8,27,4,3,1,4,1,3,4,3,Yes,Y,80
612,39,Female,Divorced,1,Medical,Sales,Sales Executive,5,0,0,0,0,29061,181.63,1453.04,16,13,Non-Travel,Yes,4,5,4,2,1,3,2,2,3,0,No,Y,80
613,52,Male,Single,2,Medical,IT,Systems Administrator,4,0,0,0,0,24170.4,151.06,1208.48,22,8,Travel_Rarely,No,3,12,1,3,3,2,4,4,4,2,No,Y,80
614,48,Male,Married,5,Technical Degree,Sales,Sales Executive,4,18,3,3,2,27472.8,171.7,1373.6,10,27,Non-Travel,Yes,3,22,5,1,2,2,1,1,3,1,No,Y,80
615,29,Female,Divorced,1,Other,Research & Development,R&D Manager,1,26,0,0,1,4555.2,28.47,227.76,11,15,Travel_Rarely,Yes,1,37,2,4,4,3,4,2,4,1,Yes,Y,80
616,34,Female,Divorced,2,Technical Degree,Finance,Accountant,4,1,1,0,1,23028,143.93,1151.44,10,2,Travel_Rarely,No,8,10,1,4,1,3,2,3,3,3,No,Y,80
617,55,Female,Single,5,Technical Degree,Human Resources,HR Manager,2,14,3,3,7,10078.8,62.99,503.92,13,6,Travel_Frequently,Yes,7,18,0,2,4,4,2,2,3,2,No,Y,80
618,39,Male,Divorced,5,Marketing,Finance,Financial Analyst,1,18,1,1,4,3678,22.99,183.92,12,25,Non-Travel,Yes,7,18,1,1,3,4,3,1,3,1,Yes,Y,80
619,49,Female,Married,3,Human Resources,Research & Development,R&D Manager,4,21,9,5,1,19737.6,123.36,986.88,20,20,Travel_Rarely,Yes,5,22,6,3,3,4,2,3,3,3,No,Y,80
620,26,Male,Single,5,Medical,Research & Development,Lab Technician,1,6,6,6,6,8460.6,52.88,423.04,7,4,Non-Travel,No,2,13,5,2,2,3,1,1,3,3,Yes,Y,80
621,63,Female,Divorced,4,Medical,Sales,Sales Representative,2,19,1,1,4,17953.2,112.21,897.68,24,18,Non-Travel,Yes,0,34,5,3,2,1,4,2,3,2,Yes,Y,80
622,58,Male,Married,1,Technical Degree,Human Resources,HR Manager,4,17,2,0,1,29462.4,184.14,1473.12,23,1,Non-Travel,No,3,22,6,2,2,1,2,2,4,1,No,Y,80
623,25,Female,Divorced,4,Medical,IT,Systems Administrator,1,3,3,3,3,7950.6,49.69,397.52,18,5,Non-Travel,Yes,2,18,3,1,2,3,1,2,3,3,Yes,Y,80
624,35,Male,Single,2,Technical Degree,Sales,Sales Representative,2,22,2,2,8,16431.6,102.7,821.6,22,29,Non-Travel,No,7,27,6,2,4,4,2,4,3,2,No,Y,80
625,34,Male,Married,3,Technical Degree,IT,Software Engineer,1,27,9,1,2,1728.6,10.8,86.4,12,24,Non-Travel,Yes,8,42,3,2,1,2,2,2,3,0,No,Y,80
626,37,Male,Divorced,5,Life Sciences,Human Resources,Recruiter,5,2,2,2,2,32979,206.12,1648.96,9,27,Travel_Rarely,Yes,6,17,6,2,2,2,1,2,3,0,No,Y,80
627,42,Male,Married,2,Other,Human Resources,HR Manager,1,1,0,0,0,8308.2,51.93,415.44,5,3,Travel_Frequently,Yes,9,3,0,2,4,1,4,3,3,0,No,Y,80
628,42,Female,Married,1,Human Resources,Human Resources,HR Manager,3,5,1,1,5,17659.8,110.37,882.96,14,16,Non-Travel,Yes,2,10,6,3,1,3,4,4,3,3,No,Y,80
629,60,Male,Single,1,Other,Human Resources,HR Associate,4,11,10,5,1,19012.8,118.83,950.64,21,9,Non-Travel,Yes,6,23,4,1,2,4,2,3,3,2,No,Y,80
630,45,Male,Married,2,Human Resources,Finance,Finance Manager,1,17,0,0,0,5197.8,32.49,259.92,11,8,Travel_Frequently,No,9,28,6,1,2,2,1,1,3,0,No,Y,80
631,38,Female,Divorced,1,Human Resources,IT,IT Manager,1,8,8,4,2,6581.4,41.13,329.04,20,16,Travel_Rarely,Yes,6,14,4,1,4,3,2,2,3,1,No,Y,80
632,32,Female,Divorced,5,Other,Human Resources,HR Manager,3,5,0,0,5,25909.2,161.93,1295.44,9,12,Non-Travel,No,3,8,2,3,1,4,1,4,3,3,Yes,Y,80
633,40,Female,Single,2,Technical Degree,Research & Development,R&D Manager,3,10,8,2,4,9252,57.83,462.64,5,22,Travel_Rarely,No,6,19,3,3,3,1,2,1,3,1,No,Y,80
634,43,Female,Divorced,2,Technical Degree,IT,IT Manager,1,21,5,0,4,7951.2,49.7,397.6,25,2,Travel_Frequently,Yes,3,27,1,3,2,3,3,1,3,1,No,Y,80
635,27,Male,Single,5,Technical Degree,IT,Software Engineer,1,17,0,0,3,7032,43.95,351.6,7,21,Non-Travel,Yes,7,23,1,4,3,2,1,4,4,0,No,Y,80
636,42,Female,Married,1,Technical Degree,IT,Software Engineer,5,23,8,0,0,15084,94.28,754.24,11,27,Travel_Rarely,Yes,9,26,2,4,1,2,1,2,3,2,No,Y,80
637,38,Female,Divorced,3,Human Resources,Sales,Sales Manager,4,29,0,0,6,19264.8,120.41,963.28,24,26,Travel_Frequently,Yes,0,31,2,1,1,3,1,3,3,3,No,Y,80
638,23,Female,Divorced,2,Technical Degree,Research & Development,Research Scientist,2,30,3,2,1,7120.8,44.51,356.08,19,9,Travel_Frequently,No,6,32,0,3,1,3,2,4,4,0,No,Y,80
639,43,Male,Single,4,Technical Degree,Finance,Accountant,1,16,1,1,2,5392.8,33.7,269.6,5,2,Travel_Rarely,Yes,8,22,2,4,4,1,1,4,3,3,Yes,Y,80
640,28,Male,Single,2,Marketing,Human Resources,HR Manager,1,26,6,2,6,6823.2,42.64,341.12,8,16,Non-Travel,No,6,30,4,2,3,3,1,1,3,0,No,Y,80
641,34,Female,Married,3,Medical,Finance,Finance Manager,5,23,8,2,6,8265,51.66,413.28,11,8,Non-Travel,No,9,26,0,1,3,4,1,1,3,0,No,Y,80
642,58,Female,Single,1,Other,Finance,Accountant,5,25,2,2,6,43680,273,2184,24,19,Travel_Frequently,No,8,39,0,3,2,3,4,2,3,0,No,Y,80
643,58,Female,Divorced,2,Medical,Research & Development,Research Scientist,2,26,3,3,2,17661.6,110.38,883.04,18,13,Non-Travel,Yes,6,26,4,4,2,4,1,4,3,0,No,Y,80
644,35,Male,Married,5,Other,Research & Development,R&D Manager,5,7,5,5,3,31569,197.31,1578.48,9,22,Non-Travel,Yes,4,7,2,4,1,2,4,3,3,1,No,Y,80
645,56,Female,Divorced,2,Technical Degree,Human Resources,HR Associate,5,12,9,6,5,26001,162.51,1300.08,25,3,Travel_Rarely,Yes,8,27,6,4,1,2,2,3,3,0,Yes,Y,80
646,39,Male,Married,5,Medical,Research & Development,R&D Manager,3,27,8,4,0,4467.6,27.92,223.36,10,16,Travel_Rarely,Yes,0,40,4,4,4,1,1,1,4,3,No,Y,80
647,27,Male,Divorced,2,Human Resources,Human Resources,HR Associate,1,30,1,1,8,1750.2,10.94,87.52,24,21,Travel_Frequently,Yes,4,32,6,3,1,4,4,2,4,1,No,Y,80
648,63,Female,Married,2,Life Sciences,Human Resources,HR Associate,3,8,0,0,7,16655.4,104.1,832.8,24,10,Travel_Frequently,Yes,0,22,1,4,4,2,2,3,3,0,No,Y,80
649,62,Female,Married,4,Life Sciences,Research & Development,R&D Manager,5,2,2,0,2,31752,198.45,1587.6,22,9,Travel_Rarely,Yes,3,8,3,2,1,2,3,3,3,1,Yes,Y,80
650,28,Female,Married,5,Life Sciences,Finance,Financial Analyst,2,27,2,1,1,14253.6,89.09,712.72,10,1,Travel_Frequently,Yes,3,40,1,3,2,4,4,3,3,1,No,Y,80
651,64,Male,Divorced,3,Marketing,Human Resources,Recruiter,1,23,2,2,0,2584.2,16.15,129.2,17,10,Non-Travel,Yes,1,36,2,3,1,2,4,2,3,0,No,Y,80
652,31,Male,Married,4,Other,IT,Systems Administrator,2,2,0,0,1,12063.6,75.4,603.2,23,18,Travel_Rarely,Yes,3,10,4,4,2,3,4,4,3,3,No,Y,80
653,56,Male,Single,1,Human Resources,Research & Development,R&D Manager,3,13,0,0,3,20480.4,128,1024,19,24,Travel_Rarely,No,9,26,3,1,4,4,1,4,4,3,No,Y,80
654,55,Female,Single,1,Marketing,Sales,Sales Representative,5,4,1,1,2,17004,106.28,850.24,25,12,Travel_Frequently,Yes,1,16,5,3,1,3,4,1,3,3,No,Y,80
655,55,Male,Divorced,2,Life Sciences,IT,Systems Administrator,3,18,6,6,0,20041.2,125.26,1002.08,23,18,Non-Travel,No,3,31,4,3,1,2,2,1,4,0,No,Y,80
656,64,Male,Divorced,4,Other,IT,IT Manager,3,16,4,2,4,21459.6,134.12,1072.96,15,28,Non-Travel,Yes,1,25,2,4,4,1,4,1,3,1,No,Y,80
657,50,Female,Married,4,Medical,IT,IT Manager,2,0,0,0,0,9879.6,61.75,494,7,20,Travel_Rarely,No,7,15,3,2,4,4,2,2,3,1,No,Y,80
658,63,Male,Divorced,3,Other,IT,Systems Administrator,4,20,2,2,5,6837.6,42.73,341.84,13,29,Travel_Rarely,No,6,32,5,3,4,1,1,1,3,1,No,Y,80
659,45,Female,Married,3,Medical,IT,Software Engineer,4,18,6,3,2,18679.2,116.75,934,24,10,Travel_Rarely,Yes,2,26,6,4,2,2,1,3,3,2,Yes,Y,80
660,33,Female,Divorced,3,Other,Finance,Financial Analyst,3,12,2,2,6,20973.6,131.08,1048.64,12,28,Non-Travel,Yes,5,23,0,2,1,4,3,3,3,3,No,Y,80
661,57,Female,Married,1,Human Resources,Human Resources,HR Manager,3,26,4,3,0,9325.8,58.29,466.32,14,21,Non-Travel,Yes,8,28,6,1,4,4,2,1,3,2,No,Y,80
662,24,Female,Single,3,Medical,Finance,Accountant,1,10,4,4,1,4411.8,27.57,220.56,15,7,Travel_Rarely,Yes,2,21,4,2,4,4,1,2,3,3,No,Y,80
663,23,Male,Divorced,3,Medical,Sales,Sales Representative,1,1,1,1,1,4963.8,31.02,248.16,24,17,Travel_Rarely,No,8,2,4,2,4,1,3,3,3,2,No,Y,80
664,43,Male,Divorced,4,Technical Degree,Sales,Sales Representative,5,16,6,6,8,27735,173.34,1386.72,13,10,Travel_Rarely,Yes,7,26,4,3,3,3,4,3,3,2,No,Y,80
665,33,Female,Divorced,2,Marketing,IT,Systems Administrator,1,25,6,5,0,2538,15.86,126.88,5,29,Travel_Rarely,Yes,2,34,2,2,2,1,2,2,3,0,No,Y,80
666,26,Female,Single,1,Marketing,Human Resources,HR Manager,1,16,3,3,8,8455.8,52.85,422.8,10,22,Travel_Rarely,No,4,25,6,4,4,4,2,4,4,1,No,Y,80
